products_and_services,products_id
vehicle scrap yard,776a9e42-9328-412c-a087-b462d7051eca
contact lines,351dac44-2378-4cc8-9028-fb0c8cd04fd9
electrified rails,0a03a2ee-74c7-43a2-85bc-c63d19de8c6f
slip rings,b729f410-c30b-4380-a33b-d47f974907fd
rotary transmitters and contactless rotary transmitters,3132f469-1e0a-4c57-a60c-a73e85d69663
cable trolley systems,ca54ec57-d506-4b10-a4a6-01c1ed8c7572
trailing cable systems,2ec1c048-c982-416f-a186-afec961556e6
cable drums,afa22b3f-dce1-4118-94f2-8cd3bac796d5
spring cable reels,0dd2d45f-6b4f-40f5-9d7b-26e21ea35a33
round connectors,d19a95d0-c4fe-406f-9703-6d37cc6aeb95
actuator connectors,56b41b3c-ba6c-4124-990c-778508b3acb8
sealed connectors,ed0e6522-2fb9-4589-890b-b2d5674f0576
usb connectors,cf5ea0d7-f01b-4cb5-8153-31e83c6ce139
d-sub connectors,8dad61f2-54e1-49ea-949f-15d8cca8e0d8
ip67 d-sub connectors,46c49442-f642-49ff-9d84-9d594e29ff5b
bayonette connectors,58123b50-595e-4915-b5d6-22cd5dea891d
power connectors,3303cbb0-d893-4f0e-ae5e-6827cec50edf
appliance connectors,1633d6a8-3369-4ccb-a717-057e3c3de3ed
track mobile crane,fe3ef47e-a918-4be3-aaf2-d7fa21587b66
aligners for motor vehicles,b9da70d9-2f1c-4701-ba00-b4b779764e28
car park awnings,eeac31ae-b6f4-4102-ad8a-084c40dc3469
internet marketing consultancy,63182b04-c31d-4fa7-ba4f-acdc475a1792
car consumables,609d1504-99ab-4ebb-93b4-c79b395676a4
cable bushing system,b7d06269-2cf6-4f96-abe8-8cd073df3e5c
cable gland conduits,b4778bea-fd02-4f79-be98-6f03d1e0ed5b
identification systems,82f28abb-6c7f-4424-8ec0-198fa2b71fb4
protective conductor terminals,369e4b00-2e86-49e7-be63-4f5a669305bb
communication processors,8ac9f195-ba56-434b-908c-a35dd7146d12
push-in connection system,1e5e7c18-599e-4e92-97fd-5ec7981c682f
electrical and electronic control cabinet components,44472c50-bb05-48a4-9c6a-f06846144d9e
relay technology,3017bb1d-c095-40cf-8ff4-e7037af83c86
warehouse structures,7e3a66dd-9b42-4a82-906e-e8daec938442
prefabricated house design,f7599748-a598-491f-9bbf-b8c5a3297e8b
prefabricated offices,7eb00f21-4213-4f95-bd0d-122c88ba2dce
container depot,2d8e04e6-002e-4752-90b3-a7bf0bc68f00
container tracking,4106637b-542a-4673-a696-ff2b88d03a8f
management system,a634b312-58a0-48aa-b906-967a683ff58e
"cisterns, plastic",db809499-9ad8-4eab-9a59-c6614f4dffd3
rubble clearing,9259fa91-6b6e-4ff8-93f9-24aaf666170f
wall demolition,5369add5-7a08-4ac9-b50f-99fae7247834
building supplies,5e86da20-e09b-4fcb-bdce-dec5b74b347e
accredited demolition centres,8ef0b04a-4f65-46e0-ab5a-196e6adf3efe
tyre moulds manufactured,bffe1eca-2e5e-4bb4-b499-39851d9bbec1
air deodorizers,3a2272cb-b8d5-4ed5-b0ba-e6d096da99a0
street art madrid,a624ec40-085d-4ed3-aae9-0369f6c1d44c
graffiti madrid,2b27f171-9189-4616-a870-94b74225767a
city tour madrid,aa989031-0813-4a09-b650-be5cc1d94456
guided visit madrid,9e8ad0bf-fa62-4e02-af57-3fcf63ed8f9a
slabs of rubber,4daba5e5-1a4f-44d8-9625-50255bed90c8
sheet-rubber floor coverings,7cfab3d0-1ffb-4cec-a6b0-aa9485b14ce6
rubber goods for technical applications,5a8694b4-f6a6-4ba3-9fa5-52349261d9e8
electrical insulation mats,2585bc62-868f-4774-a5c8-b7236c99312b
rubber insulation mats,f5603fe3-361b-443a-a3a3-a66e55738125
pneumatic carriers for goods handling,3198869d-33b6-45c8-a8b4-b7da21aa53a9
export promotion services,5e4b719a-a860-427f-a143-32d9a6e9c2e7
market research quantitative qualitative focus groups,a3634ab0-9eda-4cca-b2d4-c92d7e7810a2
international trade event management,c1873ffd-f6be-474f-821f-8a96681808cb
leather straps,ca0fa6c1-57b1-4f96-bdfa-769ec0fe0fb9
hostesses,4d247539-8fa8-412d-ad17-67f8637e6a7c
st tropez villa rentals,9d59dbcd-e349-4b73-a473-8c39afbd6e4b
south of france villa for rent,68794d4b-bf39-4c57-9c68-d583006fe482
onshore cogeneration,2e0c278d-e313-4d9c-9960-3ee00de7cd65
torque limiter couplings,479ebfec-6861-44c2-8368-0a260c42a05d
internet and intranet sites - creation and development,e9b66389-de05-4937-9167-872fed1d4597
aluminium cases for industry,7cd4d7bd-dceb-4e89-8f43-df5b6a54c68e
large-scale refuse containers,3f2cb417-bfae-47e4-b4c8-e2c35a3a4279
heavy-duty pallets,1ed15764-de7a-4135-9791-60f9bae763d3
reusable pallets,090e2283-d485-4197-b230-e8d1f9837bde
fish boxes,b156ae71-a9a9-4abf-9356-345212853486
boom crane truck rental,979eb5ed-aa7b-4230-9904-5ed0c96bfb75
impression mould,be3307a5-e994-4d21-b9a7-0de7f809acb4
electric stackers,aca8db2b-5506-4bbd-9c29-af0e2efc1455
electric low-platform pallet trucks,cd45a58e-63d2-4609-ba96-c6707065620d
electric tractor unit,6f84485c-879a-4c7c-a368-3edfcb5c39a0
spare parts for forklift trucks,308df396-0326-440e-abf0-93a14fc36039
spare parts for hand pallet trucks,766fed76-b8b0-4752-9e7f-ef21a1c0ae35
roof racks,9bff5f9d-9741-4440-8e24-15841ef5f019
bike carrier,dff921b8-a2a4-4770-8ac0-f736516064ab
caskets,781a76ab-0413-4be3-96aa-1c70bbbc18ac
infra-red conveyor ovens,a4928403-430f-4ee2-8315-99ba9174f5d7
infra-red pre-gel ovens,721be3a9-1f12-4306-b3e2-69b272fcd090
infra-red cooking tunnel,12547e40-06da-43f1-942b-596fd5cb0b1e
industrial oven for baking,c0965df3-c175-4168-a9be-9d7695539b31
industrial oven for finishing,81323c51-b598-4559-aead-f02da33f6c5c
polymerisation ovens,81eb40ff-4fc9-40c2-9e87-066f09f0bd9f
powder coating baking ovens,cad3c47a-c9d0-4dfd-a64a-47fa161b0dd8
infra-red drying ovens,c1e851c3-25f2-4960-8332-1fd37b76a7df
made-to-measure industrial ovens,e13360eb-df8b-406e-be71-32b3bdfa320f
network marketing,537b1571-55a3-41b2-b4d8-294f12de818d
free business opportunity,e76e9f54-8609-45f5-8837-bc863927c70e
trailer superstructures,d7ebc121-e036-44bc-9146-ada283c33e58
vehicle trailers for promotions,ab408c5b-3d6b-4d49-bdeb-52018d75b8a6
vehicle bodies for beverages,c580c983-2385-42e8-92e5-649513c936c1
special vehicle bodies,108978dc-2436-414c-ad0e-37c463ddebe0
mobile beverage bars,610e7f9e-fd99-48c2-a1a8-04fe5e5d47b1
refrigerated trailers for motor vehicles,4a4d392b-b72e-41e9-8949-1eb357ebb630
promotional vehicles,fe8795be-7532-4179-b259-a4569d4b8438
store vehicles,de4bf072-4dfe-4448-8c45-bc95a0237188
hotel channel management,d5f370b5-8e8b-4dc9-af08-877e07715f97
channel management software,1eb764a7-1158-451c-8a83-4b45b56e2c09
online hotel distribution,3a07ec81-8963-4c5e-8d1d-d6f948c11c81
integrated channel management,73255d7a-538a-4ceb-b6d1-f316585b10a4
pressing technology,a8e07abc-1a01-47e1-854f-38f33148594b
"electronics development, customer-specific",f7f64ff4-f2b0-4d4a-8709-ac89edaddcd1
car relays,2429bb3a-3e8d-4bd5-b4c4-3f9cd8b44632
fuse holders,3976948d-1f84-4608-8676-c9fda038df3c
construction machine electronics,ae3e7bae-91d6-4a09-8337-8c655e6c074e
load lifters,d829c983-99d1-429f-8b60-af06b4f4b88a
pallet lifters,90fb8718-53bd-439d-a74d-604f50602393
telescopic forklifts for conveying equipment,59427f78-97fa-4122-9258-a084fdc2787f
lifting systems for heavy loads,a780e2cb-0ba2-4558-9791-f648c79bd117
container conveyor systems,af857bfa-9159-435e-9e1d-f1f0278d5398
"conveyor systems, automatic",79467bce-05e6-42b6-a8b4-7bb1333c69c1
high-bay warehouses,a61ea36b-f66b-47a7-b0d0-7156bbda36f5
"small parts storage, automatic",2c981a3d-e9f7-40e4-b8f7-176097af344e
load lifting equipment,5a8036ab-4317-4533-824e-809c76cdf226
rack feeders,32b9ed99-6e28-4fc8-ab12-df7b7459feac
software for storage management,e9988849-38e6-48e1-973f-8652aabf83a7
speed regulator,f57568b3-a17b-4f69-8ebf-e75c382c55d0
4wd vehicles,69a80007-5f54-4378-a848-45e9d6c11a63
all kind of german cars spare parts,8f3c23ed-8d74-4628-864e-e8cf3db9765e
military aircraft,8ff4cc19-aa68-40bf-8af9-5d1a67d9f115
advanced marketing,57a3193c-fe82-4c0b-a7c8-5573e919730a
auto verkaufen,233e0d92-faf0-4a4d-8d8d-e5e6f95debfe
autoexport,ddb6fbfc-3d7a-4003-97fe-5657bcafdf3c
car export,45b97059-c29b-469b-9232-f8e1310f2b25
lorry repairs,5b4891e2-10bd-43b8-8e19-247e7f5695c7
"signs and signals, railway",348bd0b7-09cb-4dd1-9a30-59b42819aa04
surveys for railway vehicles,53cd0c03-0b04-4eb2-b2ea-81f037aa02d5
railway vehicle development,93e85c2e-449e-4192-82b8-b0f21e546440
maintenance of railway vehicles,e019a828-26c7-4c2d-989a-94aaaa13a482
exclusive,4cad564f-c5ba-4d91-9284-08794398d478
dbk exclusive,5d9bc2dd-2a50-43c4-9c11-de195b2e92c0
dbk exclusive gmbh,b46201af-72d8-4fc1-9373-dd979bd8c972
dbk exklusiv gmbh,fdb856bd-b2a4-437f-8538-d6f2c5101093
dbk exklusiv,51e5e162-8df3-42ae-91bf-8f3784c61f4d
exklusiv,54367d63-e675-44ab-bb61-0526ba9388e2
exklusiv gmbh,e663b998-d42d-474a-821a-e8db95222035
container storage warehouses,4a88f5c5-f3cb-415e-9ae0-32fc21b173a2
warehouses for container storage,0437c4b9-979a-4e2f-963e-4bb9aa6648da
warehouses for pallet storage,bb677482-846e-4916-9e8e-86694095a9ae
container forwarding,589690e3-015f-4197-b011-a20314b08635
pallet forwarding,b6777495-9017-4636-a28d-16c3bb5f57ae
inventory of eyeglasses,b8496878-d668-42f7-af04-e11c80b54549
office and shop planning,f3bc62f1-ab26-489f-a6d9-68680d6c6775
furnishing agents and representatives,f443d4d8-3e36-4391-adb9-95940fb9000e
"advice, evaluation of current conditions and free quotes",6cc5f7ad-3ec2-42fb-b776-2c07371413e7
isothermal containers for foods,75227ec0-a56c-455f-8554-d1515b233b87
fittings for medical technology,79bde08a-4594-4cf4-90a0-6b76edd006e2
pressure reducers for gas,31bd5acf-daed-4fb6-8da0-1d68c744e6e8
pressure regulators for medical technology,18167a9e-fa0f-4008-b865-a767a4a31338
development of devices,b1839dc4-59c8-4d56-8096-f4d10f9e3549
equipment for emergency medicine,f1a6453a-7111-4339-94e1-e11094579550
aviation products,1b3f6d9c-5117-4d62-8e41-252c81a2fd7e
skincare,5b90f532-82bf-4feb-b93c-a93287b2fb61
serum products,2852e3ea-e81e-4a66-9e20-feff99c69d4e
brushes for aeronautical applications,ae6728d6-2eaa-48e8-8db3-f7f7f93ea5a4
aeronautical load banks,abbaf318-befa-48e8-beab-eb00ce65b9b4
oe car parts,97145a2f-18d8-478d-9f5d-123d8f434b3f
oe equipment for the vehicule aftermarket,cbb7ea86-b171-4268-834f-7761bcfd7183
refrigerated bags,3345b2e1-53b8-447f-90cd-f3b42d9cdf2e
temperature monitoring systems,24e74028-dbb0-433a-90e9-f6c4f89e7dac
isothermal packaging,8d0a52fd-e923-43d9-afb0-70070676c52a
industrial cranes,ccc6ec9d-0e82-4a0c-b443-56cddd525849
process cranes,1f53e58d-a5ed-4a08-89fd-62f638adb59b
universal cranes,aecb2b61-69ec-4423-80d6-0d1b21e27b2b
"flags, banners and pennants",e9621db5-575e-4333-b6fa-f297b1b387e8
signalling flags for naval use,7333a2db-d1e7-4c5f-bae9-ea3f89be6f87
sailing boat masts,94624cd7-c6ca-4f39-b5b6-a9ef64c93c4c
national flags,1158e4bb-8a9b-4169-9e3f-2147cb870f3f
promotional flags,41cf5bf8-63af-45ee-9ef2-a3aacb835847
protective motorcycle clothing,048d3540-69ad-4a4f-9f02-79e185ec0624
denim jeans specialists,37cfb3b6-21e1-4fce-a25c-494dc4275f4b
aramid lined products,da0d518a-0598-4524-8f14-d511e19be205
garment manufacturers,faf43a98-e888-4b52-82ed-bae30abfba08
tarpaulin repairs,af218458-218b-4431-a39d-8f3ceded314a
tarpaulins for market stalls,70759d5d-4bc0-4617-af6e-373ad40df681
plant-based raw materials for animal feed,11b1ffb1-4cf9-4fe5-b55d-f06e594f7cc0
wrecks removed,da8b5bd9-0cf5-4c92-a175-8f9605f94a80
evaluation surveys,0041403a-b678-4b06-8b81-25aabb31b8bc
piezas de recambio,65557370-e4b4-440b-8f4a-d605702b5dcf
used motors,83c5a3ac-fd64-47b0-b8f8-7b236e24c5c4
diy stock clearance,7e0fb5da-a9a0-44bc-aa12-bfe5f390827f
discount pallet stock clearance,cc6b0769-534a-436c-af46-da1eeba9bdb8
sales of discount pallets,48559c49-80b6-49c5-8786-93d561741c8b
hardware stock clearance,52f5c8c5-d342-4302-9215-65b4a0034891
equipment stock clearance,ce659748-17c6-42fc-8a73-c6b650304d9d
work clothing stock clearance,945cf705-4974-4c81-8c80-bbd00510d774
professional clothing stock clearance,fc5c4e58-7434-4f3e-b329-a3966ee87249
bathroom equipment stock clearance,d6110f75-d68d-4d5d-a610-9723687651e0
industrial electronics,2834e97f-d745-4fab-b7e2-89702f70e9df
deutsche occasion avis,2e241822-d62e-459c-b1cb-f44ec28bad9a
deutsche occasion,a2b4a21d-0041-44d8-91d1-e6086053b05f
deutsche occasion voitures,979f9e1e-6006-4c4f-aac2-b752ec45ff26
audit and internal control,acedb080-7db7-414c-9b4b-aec1f1e45a2f
in-house training,16720092-3400-42bb-a33c-a9a1c9f32d0a
moving fields,5c802e60-a538-41b6-b9a9-4a06699f2ef5
knobs,780b5df3-a5f4-4cfc-89e1-858266302564
"special lubricants for ejectors, gate valves and injection moulds",1602055e-69f6-48c3-97b5-9cc14e577154
gas engine oils,340a772b-339e-4e10-85fd-800663ca3df4
lubricants for metalwork aids,af6c0132-b3ec-44e1-9c50-e47bd8fbcf70
lubricants for metalwork,7f8c0908-2425-4630-9683-241927afe04c
steel retention trays,79b443b2-798d-4247-880c-de6b38c296e0
security cabinets,033350bc-bdf2-4b59-8274-4374e285a043
rigid flexible coupling,7748acdf-0df6-43b0-abf1-d89dbf8bf324
coiling shafts,c8acc2c5-7217-49f0-bde3-34d8dbea988e
expandable shafts,f0671683-f373-42fa-93b4-496417321f8d
lifting electromagnets,7aad7660-f57a-4db9-9e9d-93f65e6d020f
dippoldiswalde,960e72b1-fe45-48c5-9cfe-a4a420da411f
"diamonds, industrial",01be2dc1-b248-4308-9cfb-c9438109654c
manufacturer of industrial diamond products,d340b8d6-462f-468e-9b61-24ffa4fa461a
diamond grinder,0c833c94-2df6-49ac-8fc1-200ff27e480b
cbn grinder,d32fed4f-bb9f-4362-baae-dedde7e39a0b
high-precision diamond rotating wheels,0ddfc69b-6d50-41a9-acad-18f6e5ad5e0d
we make all types of diamond powder,360182c1-56de-42f0-b764-0a914c503707
pcd tools,01244369-cbf7-41ca-af0d-475ed1d04436
pcbn tools,7396fb42-4e4d-4c85-9d63-34e5a0d1cb70
diamond bit,e9ef5cab-1339-4b9a-88f2-d9c96d7f5f82
light passenger aircraft,bf232485-b454-45a2-aca2-86f414f87f2a
bonding,30d7d0a5-cebf-4552-9f10-7a166c51e6c0
transport for luxury and prestige vehicles,80bf2a5b-01cd-4629-8b4a-c4a78447e185
transport for classic and collector's car,84ba309e-64a6-4e1a-997d-3a2fdb339161
motorhome transport,6d3c7134-5357-413b-a4ec-f46ec532350d
vehicle escorting,1712e50b-43d6-4113-8d59-9d1a223d94be
car transport europe,c21c3ab1-3d4b-4384-98e6-1111e632fed0
starter motors,6f8b19ea-f674-41d4-b857-0ce258fbae0f
compressors for air conditioning,3735fa8d-91e0-4c86-b328-c74f7aa6683c
turbosuperchargers,ea840c89-01c5-42b7-adf0-2bf18fe93f82
double sided tape,4cc5c01d-74f0-4ef3-b910-5ddf8fcae16f
aluminium tape,b4563aee-2c55-474f-a931-61200e322c7d
foam tape,f8208e54-2bdc-45a3-834f-85ae5b6061e4
kapton adhesive tape,7eaecc30-90fc-4a8e-a7b4-e13444e82434
high temperature adhesive tape,83bd6786-ca90-4f90-b96a-3100d28bc43a
cloth tapes,9dc2e2be-f186-4578-b867-6f92051cbf40
transmitting antennae,e32d09b7-da64-4d4f-8865-e99932bc5f4d
pre-folder for printing,0f8aad2d-6fec-48a0-862e-ccd6a55f772b
second hand printing equipment,06158d4e-4f8b-4fa9-b87d-d3b6afd03993
motorised edge cutting,7398e8bd-f0a7-47f0-9932-c174ca2b25d1
shock absorber repairs,4f8d8bd3-d158-487b-8d27-b7f7b0f874a1
roller and air-tight doors,06937c6e-6a23-4fa4-8de2-e62e02ed2554
goods handling safety equipment,07e3aa8b-58c2-4a94-b361-817e39f0f24e
thermal locks,b346d9ac-1e6c-4da6-8e77-cc708f48fb61
car charger,f10030f9-77e6-443b-8bef-82b9a9644680
wall charger,7890b829-869f-4be3-b3b4-535d159ee52e
cable,eb9c4395-489f-4c9e-b8db-83f7e979ca52
power bank,2fa8d855-9cfc-4cde-acda-92d02ac30998
polishing agents,f12f3490-db33-4eee-9127-00043a271198
cable car/gondola,4b95c9c8-6585-4f69-bc13-5e6968c0ceec
cable car,ba89e895-8058-494f-b291-92588b584e74
rubber and plastic welding,9754c5f1-def2-4089-9bcd-090e6259d4c4
ultrasound welding equipment,c3a3fd00-e76f-4d98-88a9-e35ddb33278c
hot air thermowelding machine,aefcf68e-7cef-495b-bc77-7a022144f1b7
hydraulic cutting press,777ab0e0-0ebf-48f5-aed9-11f38c25a62a
rotary cutting machine,dddc5204-7edc-481e-b583-01c847aa93e6
automatic sawing machine,7da3440d-6b1f-4708-90f7-25299108150d
semi-automatic machine for resawing,8420b36e-befe-4531-a1b9-0b05076183e8
digital cutting plotter,0e6cb8b6-780b-4aff-8df5-a0db87233365
flexible and semi-rigid material cutting,8afe4ed1-79d1-4640-8ce3-614b18d09a68
door mats,652bbdc4-81ec-4e78-a102-ffa386ec0cd1
car radios,c8973bcd-e449-401a-afa0-3e06d32a9ee7
chain lubricants,827dc738-0de5-4444-91e6-11513e3d50ee
"technical oils, environmentally friendly",7769344f-56c9-4dd4-88e5-e4ca4f72e42a
watch oils,5e06d4a2-f204-445d-900a-83ee12114ed6
volute springs,63b6e4c3-52f2-42cc-aa25-887b6f62db0b
helical disc springs,66da99ec-aef7-4a94-b44e-71230515eeeb
adventure tours spain,00f84c6e-d6e7-45e6-b39a-75d69ffd16a8
hiking tours spain,fe09c6c8-fbb3-400a-ad0f-cbe2f7494dd8
outdoor activities spain,66e9e46c-357c-4de9-904d-d2f433443529
incentives and custom tours,fff284fc-4ab4-4ac5-84d9-5496763e36d4
surfing,6a64a263-e85d-4f12-94de-f694923c5dce
surface seals,b8becfb2-c099-4ece-a978-7efd9afe6b22
screw locking devices,d682ff1f-9c44-4efa-8f1e-b12a14a2f76c
flexible adhesives,e4413575-91f5-4401-b17d-9bb8fd754c3d
high-strength adhesion,578cca20-7ba8-42bb-a537-503f1f85f0da
instant adhesive,eca41c18-c721-4b3b-af41-83d35d9d855d
multi-material adhesion,2e10755a-f9fb-49b0-9fbb-e6d78c5d54fa
surface preparation,2dab44e6-4f8e-4db7-a6e6-387e94a0d487
assistance and maintenance services,85558ad8-c15a-4fc1-a1ae-fc60ad4c8e3b
systems and equipment for gas pipelines,692c72cb-c092-45f5-8839-19e842c834c4
adjustable orthopedic beds,3b8d2f30-78db-45e5-94a1-48ae7b4709f8
cardan transmissions,306f603a-3b94-43a7-a26f-45b3e13a9ff0
cardan joints for transmissions,411816bc-24a1-4d85-b712-dc816ed6b0bb
autonomous vehicles,1bc715c6-2d9a-44be-9967-a9fe09be32a7
equipment for non-destructive tests on metals,9f719317-1797-46f7-a67f-862a4ff10818
3d mechanical design,da387c43-aa5e-42a7-b99c-b6474b35e4b0
face protection,916482a6-5c5c-4227-bc7b-5fbe83333614
bicycle covers,4cab6877-7959-4d38-a821-aa44d46caf6d
special cables,243b24e2-6abb-4392-af8e-c9fe60cdb228
plastic containers for plant nurseries,804fca39-74d9-4337-b3b7-92744b2c0a43
automated transport systems,3a33da52-7979-4083-9904-ce66d2628a77
accumulation roller conveyors,023401cc-981b-4396-84a9-e1870c731185
conveyor belts viladecans,b4359a7c-fef7-44e9-8e97-65f49db6089a
pyrostats,799fc35d-0ae3-428e-9bd4-9a184ce727f2
axial piston motors,001c2302-40aa-4467-9422-145182d3b896
pneumatic starters,b43f6de3-ac23-4e00-8537-f8ea77ca4515
compressed-air control systems,efdaef44-105d-430c-a4ac-b0341016e43c
fluid controls,376790d4-2fd4-43f4-b176-82183c342e0b
four-point bearings,5324bac3-a517-4f5e-8549-82d47f3039a0
eight-point bearings,11742b4a-4a7b-42a2-ba59-6793015a440e
ball slewing bearings,1e471bcf-2182-4684-87da-96ff7f979582
uv adhesives,01dab333-4ed7-4322-ad85-546dc7703b4e
uv adhesive,cc7a238f-75bc-43f7-9923-8b0ffed8119f
light-curing adhesives,b972da00-278c-4163-a21c-b895677a2a40
uv-curing materials,01aeb023-e645-4ac6-b23b-6c5a8308f7bf
light-curing materials,61d36fe1-8968-4b68-96c5-798adf5816cf
uv industrial adhesives,0d577306-4596-43c7-baa2-63da4c7eddab
adhesive with uv light,25e97eae-48d4-468c-97e4-fbe97e4eea83
textile braids,ed6ba23f-9035-418f-9dd5-2e99eba1071d
flexible electric insulators,46a45a61-fd85-417d-91f2-a1a88c89438f
synthetic fibre braid,99e85281-dc89-431f-9abf-15b69cfce086
woven tapes,340baca9-451d-451b-9e3a-a46bf12ed192
industrial straps,fdf84ed0-8762-4107-9f58-3e96b78873bd
felt tapes,0f4cc8e6-afed-4fca-aa6b-5a158633bc60
cnc sheet metal machining,af377403-9966-4a33-baf3-59578b7c9f79
isolation monitoring equipment,14e6f37f-8fbd-426c-bf01-7a0b7f6787f2
machine protection equipment,85e204f1-ce57-492c-85fe-9d8152dcab4d
"structures, heavy - metal",038bb0e8-f5c7-4d5a-be4a-61730c277150
"threaded spindles, customer-specific",d58fb31a-c24a-4bb2-9322-ef73e7a27fdc
indoor and outdoor micrometers,c55adc75-1349-4b44-9d5d-099303024822
laser collimators,e3090d58-9a5e-406a-ab28-aeb3f1e233ef
laser optoelectronics,c258c0df-dacc-4f18-8090-ee25820d4065
laser protection,5776d8f4-aa02-4e50-9ad6-2a4300551623
linear adjustment systems,2c142b5d-1943-4629-9af2-141044b83420
motion control systems,811ccdcb-8395-4e2c-92d7-6f724a68fa08
quality control for food products,9885d283-9063-4c11-81a1-4afc8e231cd0
distribution (service),9d9b588e-2e2c-4526-a3c9-4744f90e947f
electric cars not requiring driver's licence,8ef9eda0-c39e-4a58-9345-87495985d480
electric cars for amusement parks,787d4559-a035-403a-80cf-232f64c74bbf
hose reels,ad5e0a7c-10a3-49f7-86b0-3b25c5cb6c97
watering hose winder,ddb52f78-9a79-4c90-a7b4-ba3a557029c7
rolling bearings for transmissions,508eeb6a-fb3d-4a3d-9a2f-d20df5617e25
industrial chains,eab73768-f9f3-4695-96c2-07de6bbde01f
clinching,093eeda3-31e4-40ce-9446-e431cfa51834
self-piercing riveting,8444cc1b-69e2-4b09-b072-351c0f50d4c9
embossing punching,01347968-55ee-47f5-adcc-0b8d5f90d9d9
riveting,34189b63-4e40-4ed9-9e89-e41608df1cf0
joining,1444c990-a5a5-4e34-a89f-6770ff7bd90c
eco friendly products,d2e76a41-ed74-4cd4-a5c8-7cabffe57ad6
green business counselling,6f87e7ab-32e3-4b6a-8979-3e658638b4dc
sustainable projects,27479090-8af8-48fb-b008-a848441db2be
enviornmental trainings,ba1a300d-23de-4698-82d5-00da963481e1
wind-powered electricity generators,a48ec587-8302-4bcc-9af9-f61eda38850f
containers for perfumes,ab62c868-4231-4627-a808-1dd30650e8ff
technical plastic articles,4481057d-495c-4c08-8c91-6b8dba829973
telecommunications,6f64e3f7-898d-428e-84bf-b215332952b0
electromechanical repairs,1ec6647b-6e69-4363-b6ef-e35f36a2f5ab
car washing by hand,c1af269e-b5e0-4346-81d0-f018060ec5ab
ecofriendly,9bd9f977-2a3a-438b-8b23-d225d87a5421
green,5151b4e8-f534-44d0-b867-3b8feca5f0e5
lifting platforms for motorcycles,df4a3b54-2de7-4aee-b2a1-3a600f7ff5a7
lifting platforms,51e43cdd-96cc-4051-9110-6fb1bb8b4359
stores and factory equipment,812f5e4a-99de-4d33-bd60-9e414b80f79b
small fans,ae0ec3af-a820-4963-9d7f-14c025a16bc2
metal shed,947d993f-91fa-4e10-9a11-b1f8b433e669
wheel alignment for motorcycles,6fb9a175-52f7-4bc9-85ea-30442b4b947d
inner tubes for tires,a514305d-0782-4019-8521-5d4acff66743
optimizers,65b71a2b-a965-4fdf-9778-6e76d1561e6d
cad/cae development design work,8df85a74-f96a-4f2a-8446-4a758faab85c
services for electrical drive technology,8001233d-19b0-499f-babe-1a8ad4634ba9
development and design offices,5934b32f-502b-44b0-972f-612de5ae74ed
development/design for the automotive and supply industry,3cf68913-e907-4e57-b614-3c3c23ccb7d2
design offices for the automotive supply industry,bf2da2dc-d9ee-4051-b976-4f9de95deba6
chassis technology,9148aa4a-a896-44fe-a916-54c1faf6ee5b
vehicle development,398ec04c-87e6-46eb-bef4-e99bfd55042a
machine frame,0462610a-7e43-4f22-81b8-8013ff88384b
vacuum chambers,a7eae6d5-3367-4555-a2af-1992e2c744f4
vacuum lines,b5fcc33f-5889-494c-819e-774c0bd706df
vacuum components,769432ab-d7a6-4f48-bd8a-8f054c58c674
coating chambers,d2bd2452-8b47-4f5c-9925-7047281dc1f8
process chambers,79b1042e-96a0-4d34-8d30-7e2a108a68b2
car rim,106d633f-2aa8-43ca-806b-0367f0e7f4e5
car body spare parts,006386c5-f5f1-4799-a66e-6aab431f2bf5
high-pressure spherical containers,517350d9-f7b3-4704-b376-011c8a84dfaf
bottle-shaped high-pressure containers,2496a11d-9a0f-495d-8b3e-169e1d46b425
sandblast canisters,b7fd2c1e-fced-4c46-b346-517bfd21a1a0
conveying containers,93698276-26a1-4f36-b239-15ab8a563f10
pipe moulding technology,946c2e4c-8285-4612-92bc-611af13cdcf8
steel vessel walls,caa6bf24-104f-4f56-91ac-a852084b8d5c
expansion joints - non-ferrous metal,6f01f2f2-29b2-45c2-8739-762e4f4579c2
expansion joints - ferrous metal,b09af30c-633b-49fd-9ac6-3c45ee82eb14
demonstration case for electronic projection equipment,af300776-47ab-47ad-ae38-78f5c0823839
sample holders,7bdccbb5-2ddc-444b-9efa-a37cb9ffb526
couplers,ecda0863-d5a7-43e8-9ebb-a25240a0c12a
micro-turning,9c8e7b2c-5528-4248-8734-1a2e4217a28c
"accessories and fittings for conductors, wires and electric cables",19d0605c-0123-4bba-b335-2d52cedf3eca
led显示屏组件,ceb048d9-379b-47f5-8e17-6da18882efb2
chips,7146282a-24ea-4a47-baa1-e30f50ac542e
ekey components,38cd2bc6-8ec4-408e-9c0d-6f8d0f265882
electric heater,32435e10-5efa-4fd8-a006-e0fcf0499d7d
auxiliary heating,48ab4cdd-d433-4760-8c94-1cfa919ec6c8
radiant heating,ee2e96f1-dd4d-4a26-8190-69ea6be0d5af
heating of buildings,f355fe1e-9143-4a79-a6c5-925a3b3c2c9b
tramway and railway superstructure,831c15b0-e445-44ae-96c1-1b5054776a83
equipment for railway lines and tramlines,9fdf8529-81a3-4c84-87bb-0cf11633dff7
electrical systems for railway and tram lines,95aa5b1d-6741-489b-9c0d-1b5cdc4b47f8
