products_id,products_and_services
d33b96a4e272b29f860a4366ccf36afec542e115,leather goods made to order
afacc244fa4d95e4ee273c43adabe7ae32a2020a,air transport
85fdc44f2949e5e3bbd3c65fb9fbbed10c435da7,furnishing fabrics
182f2855565b0aa911587a0117aee01b74617053,net curtains
942150acb27d489da8650138197d482bbb0389de,magnets
092f83695bc445907989b1324331b64e2754f911,"disks, magnetic"
0a0e16882f01fd8c1d5270e3bdc12685ade8b454,electromagnets
cef1279029f18b80153767bcfaf4c5d85f73284f,magnetic equipment
3c1f78c299139cfd77fb56ad482e7b7dd20da82a,clothing industry supplies
eb48dd542aeb8ad55a06d4f569253426c9d3cae1,decoration for traditional costumes
97629afc540412def9c79a2b996daf9521b3980e,concrete pumps
3f0b1b4bb18e53c171f9158b3f19c72dd7885324,hunting weapons and ammunition
ef4cd433a4a4236f059f58b19c1f4b23542b6560,sporting weapons
ed698fa0ac1d2d0076e1579f64deceb988c06bc4,boat kits
9e4d3ff98310c984157ea1ae6d15c2fff4bc4be7,wood based products for shopfitting
2a48691b2a0ca263aed018a1366cd748f3e09a01,melamine faced chipboard
342d1027e4516671fec7c244270e8d74a56a1382,moulding of plastic materials
b7b45e6a4280b80ff520a6a1dfd16ef6b3a207f1,zincographic printing
ecce31b41cd52f2aa72609575f94edbb06b2fb3c,injection moulding
96a1d0e450dc195da4b11852943fc0ea0987a3b7,oversized transport
55088c74ef062ab4871b16ed0c72512634a45622,floristry - equipment and supplies
7f389a09f4366a7476c22306f1dbbdb1533da8bc,"plate glass, safety"
20870d2919f5731d4bc1067b8609c7b88d9c59f8,animal feeding equipment
59798d8b35e4933072607e091c9e53d06c9b81da,"paper, printing - manufacture"
2106ecd58b551d176dd1b1dbb22c90c13fb21180,screws
17615e17ef4295385cc7bec028e65ef5c9a3a9a6,"greases, industrial"
0a8d8a7464bb0f7aafda2c3376dc09177fd94ba5,dental products
e71a1e5a6c2c8b751dbc91c0bf7a7ea7f7441ab9,alloys for dentistry
c942c5157c6401f9e624ae148c9decb05c937a3a,marzipan
6854fb4e22a47f54387affd0d19d375e32249c12,thermos packaging
135e112f970c447c412c5d9fc9a1468d6a4e725e,isotherm rigids
d4e18c9e83032f666c0f7b225bc5fc24a6cc792c,metal roller shutter shaft
606862bf82311f2a9e9efd2169ead9eb0acde510,fabrication of metal roller shutters
ecf3ba103d9a2febdfb5115fe99c1344576f82fa,installation of metal roller shutters
6489356215c72c6d776d181f2363f25f738387ce,metal roller shutter servicing
c2467aea8fa6f2a161c9405aac5385f6eb5ffd46,metal roller shutter repair
a9b1ee2ff63e1ab1857ab3fcef99576dcb1fb445,motorised metal roller shutters
39d81832e0d794cf2ec65109895c7d0639268f0d,custom metal roller shutters
2b267415cf9748b4f3344a6fceaa3c4cccc9ff5b,maintenance of metal roller shutters
b8c6f5a549f9a387b8c7c901822a1c1cb9684acd,precision mechanical assembly
124c2bf231056d0859783165395430bdbe3f6406,heat dissipators
64a07b86107bfe42f0b26c3f7f64e1d9b33d12eb,aluminum machining
50e1d403849f6f607e38badc15653db871b8dacf,electroplating - machines
485379c0975fb76a11af604e34903b40c150fd53,"sculptured articles, wooden"
1ca20ffd816707da16b87e6ac2cfc571c4b86d2c,ornamental pottery
bdaf1629b03ffb33e3a09ae63f30bb4d86f332ee,metal bending
0efa320ed851210981e268e154c92d2efcd938a7,medicine - basic products and additives
da557c8e79f85fcef1ed2dd26db3fa97647d36ef,"detergents, household"
4736bb4f55b99094a78b329d2a78bc70d238c413,pet foods
2b76f13f04ab1898221f1359e882dc546d7c8655,aromatic soil
92a8888f27a7bc543cd44f74309c46110c671b4a,marinade
92ec9d0c0c889224ce714aeab4da4604bc6e6db9,spices for food
c37f93e592e9cdb2eada89050d6e5a2804db6314,sauces and seasonings
425c7ce29fd4f3c90e18eb3794f02d67fe8a8db2,parquet laid
9286a288c2488036d79348d219d6d38d6d2f2f7a,cnc turned parts
c570331ed06215bcccb831685f0fd27ca9036a95,long turned parts
5e461e367674b4a1ccd3f23b558f4be98f94e6d5,short turned parts
b56c0585efa822a280047b1fd074a5dbf5dc6d1a,cnc contract manufacturing
92a732fd55c55aef0e438a7d5cf277be8a2f7d82,cnc turned steel parts
e5b029948ecc6dabb1f930cceb96fabd0e027e6d,cnc turned stainless steel parts
a7bada8d0c2c93f0e80c8ab2226ba7394ff45ff8,cnc turned plastic parts
ac54abba9dfee316b64b1c027ac311751ba60d19,cnc turned nonferrous heavy metal parts
92d134a7cc6c1cb7c836d18bfe9ba99b5d2bc965,pharmacy emergency service systems
fef2a80ae8cbfb136d1a2814d6b86e6e34b7c105,led display systems
196bee82f78d2af2487606c3bab271b23d3d3a20,led lighting systems
952d11710fefb32acb7e34feee089fd2361eefba,led floodlights
e3525b8033f6a19aeca47841cc609b2e2e83eaf6,led panels
e6e74e708d5ebe5c2f194d5b65a8128b5ab82b76,multifunctional displays
fdcb301c95e9b644d38b094bec7e2328ef2cbf2e,led lighting technology
06d69b49244facf709d9ca7a55479f68a1e2b212,led hall lights
bbb057f17d6a683ab1f359c802674c45e8c8543f,led monitor
7af0395c029b75703e8483e0e9e42b44e5f8f829,fireplaces
79d6debbb00910dec30254e3501e1977051e8969,customs carrier
3f95c87c84d48ed9995b7f09452a559467893771,"brokers, customs"
6de6947d2beaf46ca3b227d98b5a642fd81ee62b,customs agency excises transit
747c7f713f518f2c0fd7b4ba7f0e100a81e49541,customs services for merchandise transported by ship
face804b7ed31c59c081c1dbeea200e74764557d,customs services for goods transported by road
8f2351d42bd7febfe910c481a5b7b5d70084527b,customs procedures
5efdf210eff698e505b858e65a2e85c5b4fd6e70,"forwarding agents, harbour"
0ccc03efdc5f100d7d58f9d1caf9a2e9b4b81d43,customs agency
2cd095b5835bbe4c5d8b9621f3310284ab1a1187,import customs operations
7c1b3e2c92946f06330bd712c4a04ce7b243f4fc,customs services
3a61221ec31311b7e36b499062b1b29a9c1249a6,navigation electronics
608cb271bb7fb52c99a1a8e003e0f80f57fb41e1,hardware
c981d125d1a564c9f5738faff51d59d98711f145,software
1ed41f53f6e46bae8c539f14baf2af7e80028245,electronics
792496cdf1c1b5b9ad44046ca6b64a42c3c4512e,embedded
d711058bd7cab0bdb9794862dcb98c6176bc86ae,robot manipulators
2a77e962959f0600b36a470993c483cc3ff45453,eyeglass and contact lenses and accessories
e45a298d29ff0f776c065c54f732dac1239560d8,confectionery - machinery and equipment
8683df9e64fd9ec54c383279d8aba99fc70334be,mixers for the food industry
67e1b872d3ab8a3b575c72f61f41cd3f749486ab,kneaders and mixers for confectionery
fc70d46823ca32412c787b7147d0eb9f77f11fb4,systems and equipment for the confectionery industry
9c80ba71999329755106cc5c9ada361067dda329,extraction machinery and equipment - minerals and ores
b768e5e5e592006f24a8dfd810b715b31abf3cbf,sweets
2cb9cbd194dcef26c4c6eacdac020a49fdd93a4f,tunnelling machines
30f0ca8ad9cd3fb44c8edf2321ea47f03d69e38a,machines and equipment for building tunnels and bridges
423e249379eb9fec2ab2bf7138f5cb68417d5b86,oil and gas exploration services
bd343a4500907f627d15f7729c319ad8f00afb4d,logistics
bdf5c73d18f44e2997e2dd1348b16d350106f6e2,planning
09a291ace047403c5b7039454fed6e4024b9db35,organizing
c1ab9924ecda1beaf8bbaa1eb8238b83e0ed8c63,monitoring
98de393ea28a483ef4be1c6f6918988aeffc3982,artistic hand craftsmanship
0fad667793d0d2cda694794506ea19853db9b419,articles for florists
89819eba133bb07a8342c756a9c7ca1495e3e50e,bicycle saddlebags
812d1f686516c6c6c787dd6e080bc0a8ca25842a,measurement equipment and instruments - position and distance
01ddcf4c16f1d807576e88f9aa896e42d177dad1,pressure gauges
0716e55dc5a26cc8f2187fccb451063b59cc11e1,aeronautical and aerospace raw metallic materials
ab977d0b6ce42ea881827cc16dba0c629038c197,bars - sheets and plates - tubes - profiles
d853a1aecb1ef7c66493378d5d8dfcc231a78afc,ethanol
9cbafc892b1b855ef9508360c2b2566605def762,methylated spirit
9dcdc6f4d66df2f8f5fb715bd5b0c0e4d95e1ea9,denatured alcohol
2b431b9971012ad5437516c7640d0b5a6c30a3a5,refined sunflower oil
2280af09ce3bccb8e571f0d63e343dcd084d1ea5,"boilers, copper"
196f269f98fec2b745ab7f0ca655d6a5a39378dd,"boilermaking, naval"
5898c30e300e5260ce829531c32c287b82cdc830,tig welding
a44428f43c80213c4340e842b9be7c38ec11791b,protein additives
594460cf83a98a8ae247407bd4c736cad6caabc5,food industry - machines & equipment
1ffed683075a048650b27fc6741515bf7fc19cb0,"medicines, patent"
aed1ba27841683a077133f1f5b823965ba72be7e,screwers
193915bc19b77a3c6f4d3ec16d9c54c639aea725,soy flour
2284d5c1453eb56264f18f302a8fedfcc7869169,organic products
cd39e09aa88687e133a7cab2fa8a9ffe5f4f30c2,audio-visual - production and distribution
50b5322da45499f3cf93b75d650f90e71a3d834d,video production
45e2ee86178ba8285a3f4d486862fe1d8a7b8fa6,fabric printing - machinery and equipment
2ade5d5a478af163172a308b952528dc60473720,garlic
00ada52aa920a0c2cde41206ec79a16822b58f3d,onions
9ecac1d063c4f27222952a2a006ff29f6fe929f4,wholesale organic foods
aab10e8aac435dc4599718bde23af62d69bbc866,waterjet cutting conversion centres
58f0d8972ae07a227e62864d1a80cb86857d0218,cutting system
7de2d290d5bc9087b4ee0231f4e487001f2697e4,pickling - machinery
9bc2d4583f8dc915de19bf8ac3d97d2878933478,sandblasting interior and exterior building surfaces
a1688dfa70cf1389ef1bc6b399e62f7790ab67af,photography and cinema - photographic and projection equipment
5e16abde9e13c970add5f0f37d8f6eaf3dcea19d,airports
aa91b6ce29da7da694850b8d1d48fcf3665f433c,aeroplanes
cfac1fe70f5a22a689fefe7db639051072fac572,aeronautics - equipment
20b805b4c2935d77516ba03e8dde1455c43dcd13,aeronautics
c498ae69abf8f584790c2e179637b5ee0eb4f7f5,hire
85d0da38527e040e335d6cb6acb8afb8e413a7ba,air freight
380dc12db56d84ea8bf7fcdcd22a15f5fa33316b,business jet chartering
72ff96bb90f96f8c3344f82f2e03a8f0dd1f9fbd,helicopter rental
22c4d38832bc80f61eaf1ceded06c6cc9681779d,air taxi - plane rentals - air ambulance
3f01008993565c9440921961ccd3c0b0f019e665,"oils, industrial"
2d3e958d8bdb9bddfe56d28db82221c6ef1663b9,"sprays, technical"
05dd933bab7486a03d041d0ba4fd7c8aca0fbd16,spray lubricants
3e4f32cdfaa075fc904c8690264e3beab1a02410,cooling sprays
e65aa6d99699978cbbeb048093011c825d38ceb5,contract filling of sprays
54aadc666a1c08d3ba22146a121202d800840948,special cosmetic products
df091934848f6e962befabcc1bae46d2b5ddb4c2,synthetic lubricants
70951c8ec0cf8f066cbc9e471186cf7a8bcfac60,aerosol
d905cc10335e4cff2bda5a998f9587740a27d1b2,"aerosols, specialist"
64891faa1f4390c76bbbad18d3004c2616e80643,cosmetic product development
a78f37918b6ea42390af9cf0a1d450e2f6825227,aeronautical engineering
5b20afe4f83629b39f7ee79e8d2e5be537734467,"containers, air transport"
d429ce52eeec32787d2c29f97703d898b4482691,packers - air transport
b8437f972da43359265c6462cdeb4c90991b41f4,"airlines, passenger services"
65594d4d99cf2981fc39c17938b0948998edcb6b,colours - wall coverings
f11e4e87735a4d8da79bfcfe5d909811ea944565,reflective thermal insulation
cf2d7af44a2a4825c3f275b77ea6bc6fadcce659,building gravel
3af79be67028968b1692bbda848d61c367e17974,floor joints
5d046ad3994b3fd770e89615e88dc3d079471d29,testing of products and materials
158a843e6f395b8031e1f9802c3956ec5546fb03,accessories for the aircraft industry
4b5f32e2c2a7975201a71813cf4d3d9f56fb1646,aviation industry equipment
306e31b5212808128380d17b5d6f221bb27e6dc2,pocket filters
51e39543c5373c76d0f9bfdbb509740bf8f48989,filtering mattresses
958466c8f3553557d33a8728eeb4b5d910877470,air filters
55fc2ed31512d1b8f74c52531f8648628a219be7,dust filters
d333a6aee065011902e9b50ccbd7002b70192c89,fine particle filters
4d6bd8bcb391d00e0555a51722f1231b5da9da5e,coarse dust filters
ee508d6041c46422c3117c8136bc4a6bb4c77ed5,suspended particle filters
852844d555302cfe4ff42ddb5a141eafec3b47e1,exhaust air filters
3755069689f4169bda2604d63e54a9f1b4362065,electronic equipment assembly
ed17420495f7e58abd721ba3e11ab349dc605a25,accessories for aeronautics
653b836d7029914c06122776a4b4e5b483915a3b,industrial business associations and federations
ea9b2a44991818134e070099eb524933fb414d65,treatment of wood surfaces
7de8f765e5c73e48380475a9b29fb2d98a7f4f9a,helicopter charters - passenger transport
3a07fbb1e8e17f9757e5c7b70c7e7c2e8f05a94c,"cleaning, industrial"
3179502673fa3c3e18575b51b11386127d841512,cleaning - buildings
9da32784edb9ad7b95d0290ffd7ca320d63fecca,industrial lifting
d7f7422fea35db549f634d79d823476d84ae81cd,customised lifting solutions
29a387e74d366da2079c5c501ba9c8a4e221df86,vacuum lifting solution
a94aa6a9888ac592a240623791f1e2c5bfe61087,concrete lifting solutions
a9c94640e549777f780f37f5f50bea0aa0282f83,sheet metal handling
f2329ef5037dc7560b03901b09b96c31665287e0,steel plates lifting
6e6025a2dd2dae023d9b260eab386ffefbd66438,vacuum lifters
7bf303ab5196c70904aed770eec1dec9d5e237ca,vacuum handling
986778a5726032b74b3993329a272eb0678c13d4,vacuum component
c63b128d4c27ee736d626b7d1b7f9d60089c777d,heavy plant
440977a8d9de85710aa3e095121ad29d81d54b86,tube lifters
7f74c5dce5d53b662448ba03d398d410624b689e,lifting suction grips
8b888c907a1fe0ce28136d37d07ce647d2d4daf7,vacuum lifting devices organised by transported goods
5810866cfb9ebdb5e275b81721d5df1e5d3fcc46,roof panels
2114b3343c57e1c24a1f351b0d9a197cfb88dfbb,wall panels
09fb236ff60e068e6f67ef42c3f79366f0e2850d,vacuum suction cups
eb158e6c6fa3a1d95eaad04646d15725f7464770,spider pod rental
f346dfac1a111d6e0da90b0cd3a83c0d54ec2de2,dumptruck rental
35f43122b619286bd6f87631a5f7e3be775a8345,industrial vehicle rental
3a40e4f635be02fc4398851e6a9d7c64022b9d14,solar water heating
9cdcc36972c5fdbe121fd47799460d3db67fc308,solar panels
d21ff102646212e0b5e37f03054bf3376bf81817,dehumidifiers
39ce590db9979e84f53e5fc46b7c97447723737e,air conditioning equipment
b4a88d092673908362ae84f7768765ab66a1cfb6,water cooler
d328cc757b87e1ef4ed3782e18e5939b594785d2,heat pump air conditioning system
486d90fadada4e7aedf5ecc14b7e797abb1ede42,climatic chambers
f4b6053d0517c1d59d7a3410dce92a75a15b3d0c,industrial cooling
64b41a91c82befc61e8b4b7b261fe39855f10eba,halogenerator
5ebb2d622fa64d132bdfe20c47cbee390a8d2a46,salt room
3eacebb18ae98551b85e73940b93a6ae02426a79,ambulances and emergency vehicles
0baa32706fa1b1f7f49db6be4538c5d283d3aadf,mixers and grinders for the food processing industry
1c13d2b0a6d1b598f0dd19dc2fc22545a3a01e49,photographs - production and distribution
85f08898b07a262f4290cc140a888c6402be4e6f,"photography, aerial"
5ff9fcd8c8f4b1251d9bffc29b81dd952c5a7293,quail eggs
84d137ab41aa7b138090f7482caae413982a5495,quail
7253c04a9c12da820d00c64a9e7b22013986ba30,airports and airport services
27c51551bcb7e00bbc3d447be3c691cd0ab6898a,international airports
c059f10744d1ec443c56cf9d640360f376b9eb19,airport service
b5a9d4d11a52b4d7501260341af6dd332ee55d85,"fibres, artificial and synthetic"
dd396b07d6547cd6177fcb29177eaa15397728c6,mechanical component working
e7f6baead6eb7875d7ef044227e6b29e10e057d2,curtain making
6e084ab58ae60fbe1d91c81f8974765ab6c1d674,creased curtains
90643d74a35c283c04bee47da1456c44882478fc,piston and screw-type compressors
bd42d5dcef9ea745f7d902486b7fb3cc5832c311,compressors
2f329823217d59ce6a4c1ffb4cb35dca4392afb9,compressed air aeration systems for water treatment
159bc1c42c53bce90567bf393abd4d11cb2d6007,electronics - pleasure boats
e02ed7f1e32b69b6e7ba3cf7a1128b40593ccdee,"components, on-board instruments for boats and ships"
f5262ccb8da62bfb5d002fb3e367ce2480c36817,electricians
8dd049875009bb697ad73f715bfa881b5b664bcc,air conditioning and ventilation systems for buildings
b81b990bd26d9526e461fdc3bbdea2fabf68d2a4,preserved foodstuffs
9f7c4ef71ff9e678498335f3816de4a602e91ce9,dispensers
02e7b93ab4e66911df5663e67796dd7c88852172,"lingerie, underwear and indoor clothing"
9b77fc16c02fc50f2e9facd1fa31556b7904e581,horns
d92406e1aad186cfacf2ef79479c9b1b608309d2,shock absorbers
dce52ae3acd966af4ecfa60c395bfabe827f1fa5,light benders
8391b92baeeec7dde305098b35a7538c47b20d2b,shock absorbers for industrial use
2dbd539fe0c98c700e759c16357bf9d86b521e93,specialised machines for the packaging industry
d7cb8f2289948f2e73d4d56ec13a6ec5f50f2ddd,"packaging installations, complete"
444e226166ce942d41c09bbdb131121514da17ed,end packaging systems
784c3897b7608db4a76c00e87540301981827331,box forming machines
870fbb4d19dbae952b9df0a01e102b3c69d91cb7,"case erecting and sealing machines, combined"
7c490c040ec9904012d6508cca0728d1452bdac0,tray packaging machinery and equipment
a1940d6ca286fea877457fdbe4f723a039d08873,pallet conveyor systems
6209f377cac43e2f1640406dd1c2b5b9395eaef3,palletising systems
a80b0f80ece616312f11f8f7824f76fb1a9fa974,palletisers
fdf6780b48834afb4fbed5608ccc8945486a84da,topography
b6d93e15afc9087f8af78eb5908a5fc825a14750,garden laying-out
f8190c4b88c5e4d12303fd181019f59b4f19984b,locks
7082af9a9acecb096e74918f134ad45d6c819e78,safes
5fae2d1cbce7d164fad2125e809a94115a0728ff,doors opened
93a00cf93c4943d06f7cf461ef3ab61c07432b05,armoured door
80c48f98c687b84762de5f1a4a187e6f8b8678a2,brass
5f68958649a9fba60e2dc823a9084b6e88e3393e,international trade
a85ba2bae66658e3fc578b6eab0ca8b38d0e94a0,insulation - injection materials
938331f9e586df8340ca40d5f2714e5b8dd58ce1,heat insulation
ffaee458fb641507b833f149e293aa82e0a2284b,building insulation
de3062b89c84887aaff24c743beb4c40e7b86d96,coat insulation
2f970cfec5ab2e0aaac57a73c39bf041257ec998,insulation for buildings
54ae2c829c2de251bdf401a6c5424bdd5159a220,plants & fertilizers
36d83549de19e21184238cb0804a88bd7b682c84,paper bags
40c0976a86462a185380fad1efea613ab604ef61,scientific research equipment
46835c306bf710749792dd5721b95ecd6b9be527,aluminium in bars
40752273faa080b070bfbef83ab709492705a038,lead and lead alloys
9cd327544598cb6f70cfbc1ce21ef7426f2d4a35,"wires and cables, steel"
436a3d8c379e30a1f75edaf68a626f55de34a7fa,iron alloys
c0b99ea67a84726d31df581ce64f852c915dfea3,industrial cutting tool sharpening
ca4ed77b522cf85eaaa1b75b40b812a8a0867d7a,"drums, barrels and kegs - metal"
f4d58ec1de3ef6c3e80616832399792594163189,"cleaning, tanks and cisterns"
a5c5d46232fb261e3f596943a1e72d24f4d1c238,saws - sharpening
f675780fbf630c02ce0bcf2f75f646b2d4513b20,grinding of cutting tools
6c9575b97a40c439dc2d8a52e112fccdbaaa6ad9,compressed-air installations
661e83853b01046d0ae2cfccdd6b5c10cb7d07f3,tug boats
be75585ce8fe4ee803b3181e53d4259d6ade5b75,"jacks, hydraulic"
0b567e24196001a34e118ed917fd148ef6bdbb69,skips for industrial vehicles
322af246e0c621fb0843b889ce9caedb38d8dcc7,hydraulic units
16c66aad082a20877bcf3d3b7c5105dbc8ae75e7,hydraulic buckets
67db94e0387afa1e1075e59d6591cc922f42a2eb,chests and reservoirs
bb984d347ace947f9d7b3b45b0988c308e845a63,hanging ceilings
3f3223bb772366b82ef657020dab92304ae043e0,environmental noise design
57fe2caeeb1771662a77bac1080c2be9fcb3661b,acoustics
aaebaba0a9942098260857217ebed23bdcfb86cc,petrol engines
526ce23b725606b14d5905555169ca90e9900fa9,administration services for blocks and condominiums
2bcdc44560cf5414254304d3497d5713b12cf179,joint-ownership administration
ad6f10470cf721734f7b6e04f17a6090a289c87b,partitions
c20c3ee46657b0b06ffabbf4c7ffa8488e439b59,"furnishings, wooden"
12f4fc99654fab2da391803f9da427eafe6c05b0,"labels, office use"
a8e6012e4ab8ed7bac28ba6b0abff3465023afd2,transport
fda1b747fc83fbd57aa55396f96068fc74cbcfc2,"walkways, metal"
105de079e8757de6df3cc938296d63b28a95a40c,wire cloth
9979860a744513f6041572309e73bb5b4f201492,stainless steel netting
9ce5ff458c686cc5e9436295af1c60fa27be6140,filters
6c6b36fe9b8cd3a87386acc7bd7d648d3aebee6b,soundproofing
34e4e7107fb06a9d7cad4d00e6f48026ff1349bf,organic vegetables
b17dcd54b532b53718dafddc839a26bb6f4965fa,organic fruit
745106769cf71e60607fed1a128eab5121503741,radio - production and distribution
0e6436d8b66270e64e2e42bfdf7ce5dc71df8010,door to door logistics
5e41ca2fdfeea203fe0a3a06cb4df80989e071d5,customs clearance documentation
5cc328cbc63286094845b80fc45839872815c58f,travel agency
f20e48c1c2b8b3e98ab71aaf64c26b8c600a2b10,"mouldings, wood"
51bc3d3dcff50930d590ef7ae6596904a2b68a5c,bamboo
04bf4403ad83f7d6c14ff167910596401ebb17df,agricultural production
d412589fdd19fe5bd85af4ff715ebf1b7b6bd8e8,artistic stationery
4343dfe1f995ab4f9c5dcee3f6527e2cd6b41f0c,distributors of fresh vegetables
5fd810f0a3f3bcdea1615b01dc82e759c3e9be6f,fresh fruits and vegetables
7fd6209c02e77a7a4bba87d8020703e11ccd7fc3,wood for industrial purposes
514ea1460b84468f064b09415a377f750a560443,timber logs
2e869b90408cf87d3a2c2dc341ff97a860933e38,plane
f7956b2763e6ff1741381e063233bb4d3c512568,travel
6373514319c9719a0d972f1d40a22b09106fe852,dried fruit oils
077efc4f9e2e7328d4e1a18c8ec29e649bcd074c,oils
cc9088f861fda4f8d5d01bf7abd28e6e0eab451b,virgin almond oil
34fca597947cc747a19910cb5778f4140768a43e,hazelnut oils
f3427e9fb1c6e029f631e74e4a328f85d5966ed6,walnut oils
ceea60e0aa8383ef8d67a48978efca5ed9a3ef46,oil mist collectors
2cb7637b13d33172647014ca52ebbaeb1f9812cf,oil mist collecting systems
4eb48eb31c747690592255aeba022d1854aabace,ventilation systems with heat recovery
ffc3572a1eccd6d9f91dcfba0c6b403470a2d8f8,aspiration system for emulsion mist and oil mist
3d83e26dbd7bc4fdc9799d4f822a065ed0f479e7,emulsion mist collectors
21e80423ac9fb116152493079ee48f18d88301b0,installation of suction systems
03f35226880e12a8f44cc4b8776538dc32d3ffd7,air pollutant exhausters
9c758be787f92697201ade2519569bc3f21f6859,exhausters for machine tools
8ed610d7d5e62a6ad9d5215b1b2d48534f0bb7df,heat regeneration systems
477c1c920ab6fa5ff040056acaa081227a2a5ea8,petrol
d4958098830ba1c9182eea7cf8df2cc60622989e,alternative energy sources
613e1053472b1c43290c5ae7daf28819b95c8940,systems for corona and plasma treatment
dd5b3d660f5fc03a48022e3f8a5cf95041002994,"treatment of films, plastics and metals"
d7c4d5dbf4432b13942a0eb5d87db55cafa4fa60,surface treatment for improved adhesion
db54e9b46a0345d4f878d35cae785632e5704671,corona treatment for increased surface tension
fded87b1ee76d79e5ee64ccc227b314b0471ddda,"aldyne, plasma coating with noble gases"
7890081656b8f94369ecbddfc000eedd20f5b2bf,"degreasing systems for aluminium, iron and steel using plasma"
c8a69bafcbcb796ef0e0717da8530830225619c6,"printing, laminating, backing and coating processes"
60b10dbbbf4e7a84a9e3256d72a3dad9a16f7d41,"ceramic, stainless steel and segment electrodes with smart hinge"
53842abe356f006ede0f44daa64a51724bece877,"perforation of non-woven fabric, film and plastics"
3792a5c6a894861bba512735ee729084db24b863,trucks with cranes for goods lifting
f530dd56d1ab95740b777167a8c8d11d401ba774,packing machines for the food-processing industry
abf5a8fd7fff2f78aabe9b8a594784bc1f84bd3e,food processing
593b393b5cf9909f1527e384e3d93c5a188e2ad5,decorative fabrics
e7a45abb1892940d90f9af2d0113a7c56acc572e,"carpets, oriental"
f408055ccefbf6843e884219cfe14763ace5faa4,individual career coaching sessions
f6e3beff1a8ec8e2f64ce82ed4816928923fb773,personal growth workshops
a0535662e38c50be4ea5d9ab5cf2baebd3a8cb2a,electric overhead monorails
923862527c72e9245079f0f37c7c87b23afbec35,storage and retrieval unit
8db51d2280e6bc652e8b3af91a311da2625567ca,conveyor technology
c1cc594b0e92d7fdfa44637c670224d4c9cb59ed,pallet conveyors
7c5ea2def52589e858c191b3a73c2504e41e8c05,order picking systems
689d93eeeabfef43b4e293a1138f053f4eb8aed5,projecting
9c5b770ecc2ed6ab56883a8eba1e7d73ba03f6b4,floor conveyors
4a35c0647dfb2fc0a93aec0e01f2b91879e827bf,warehouse
8026f5168432dacc7b7cc84c1f6fc94a0317b22c,sprinkler systems
77cac78d02504d7baf6da3205ac617bb70672bc3,autoclaves
264c10546fef0b3a5c1511b8ec674ced755f00cf,vertical autoclave
6d1ca6b194a84c472f6ef8b4d094611e24d2f283,horizontal autoclave
4a847db6004420cc6c0767f38b7a3079f25969a3,mobile autoclave
e75d44819666e346b97fb45a28b3e4fd82242f3a,fixed autoclave
a0307707472ebbc933be96c573d70bb3b083d16c,emergency autoclave
e646f2c73f0dc8ec2c1803ab75cac7067358eca9,autoclave for hospitals
77b667ab361c7086d26cc34ff0e2e5a5c2781a72,sterilisers
491f85847ad28749eb9bbf1fd81f2076716c011e,groupage
33e4a91825032fd009a1e83fa3af46065c8c70f1,national and international transport services
f6b68e7afcc12098bbab303a59c402ade950e931,"cast iron, special grade"
7381d96d6524b1843e88b39e9e707482e0c7a72a,artistic and decorative foundry products
255a762c36cdae2fe950e67e8b8a4efb260e7540,container
59b88daeac2095dadc747c34d1181d43dc176bb8,mobile container hire
ceb511786cf12ffbdbfd5d78e9bc9949ad990dff,waste sorting - machines and equipment
49054fd2451c4752eec7d556a3d13e00a89b2b65,boring - steels and metals
772a9a9ba23f75934ca7cd373413686c652cd567,foundry machines - centrifugal
6d20a2afd3dc16fceb6c3f360f5e69162d880341,sowing and planting equipment
585d3b2461ae18e126fd6c6a472a2d72e7d7315e,sorghum
7cf60a350682ef636f1904330349b9c74e9aa991,costume jewellery
f79958656746e0ae885244a4426a279859bb9860,passenger transport by taxi
b4c2ef7c962d23580b25080722e3d5bf8dd8aa00,health service taxi
c3e8e8cb65696bd758f2e2bb2cec62b5c5e46f64,european food products
d3598be9218fd75dbe423464b81cb114d71700ef,metal assembly work
aea1647009a4e4d7ad457d3433e0f649436fe8f6,project management
07e17c897d9b6818e77ed7314e0372eea2d539e2,"glass, sheet"
d01d5078d247265643d2145f1eff86ceaeb9a0c2,shipping lines
9debb167b05d34f0b139b52c9f51268301134486,commercial vehicles - electrical and electronic components and parts
3a7b5f7b79a7a4ba26c8bd0ef04aa6348bb38c64,traditional shop
c78053dc51f6794fcea15b2bb1283001e7fa0044,laminated glass
32e5981497742cce83372f1a92e54b412dc29159,toughened glass
c8cd9da89f72262c4522122c98679058212494ab,sheet metal & tubes
b89640758a834ba31cb1c5988e6ee174d9351f6c,rolling
c5948d10587d1e99918e4ce4e0cce89807c1d152,finishing work on metals
806ffc8be6e10f86191071b52ae97bd5554406f8,soil preparation machinery and equipment
6d96aa27c16aa46e791f6ee1e364298d7b6a3701,glass discs
dbf0de4b9deddceebac472c0b16fa3d8965c3347,glass for prototype cars
50b5c99fa088d3df84cb0eaea017c2f271a4e851,car bodyshop
6ff658014fa4a98097b9d1e141a14f5a3fe235a3,plants and equipment for processing spices
787fc0ce916140b9f8048258fee5183b15b9c291,simulators
df56ca5a9feb27ab1899e83b3a8cadad03dc6c66,"estate agents, commercial and industrial"
873d986dc9c167a8a484d7b2e9de670425b33eb4,models for the building industry
077d376d95cab36c9c1bc6ebcd52cf627e25302e,soil analysis
781572a4b1d51469479d39909c0bea453c8d415a,urban planning consultants
