company_name;group;sector;subsector;main_activity;address;company_city;postcode;country;products_and_services;information;min_headcount;max_headcount;type_of_building_for_registered_address;verified_by_europages;year_established;websites;download_datetime;id
societa' agricola salvi vivai s.s.;agriculture_livestock;nurseries;;agent/ representative;via bologna 714 | 44124 ferrara - italy;ferrara - italy;44124.0;italy;nurseries | environmental conservation | plants | nurseries | clementines | farming advice | rooted plants | plants for forestry | strawberry plants | seedlings;~salvi group is involved in every phase of the fruit and vegetable chain. in the first stage (the nursery), there's the salvi vivai s.s. farming business that produces strawberry plants, fruit trees and rootstock to be sold both to the group companies and outside markets. along with c.i.v. (italian consortium of nurseries), the company has always been committed to research aimed at developing and distributing new plant varieties and innovative growing techniques. around a thousand associated farm producers throughout italy work in the fruit production phase; salvi also works directly in production with giotto e gaia and gio' e gik. the end product is sold by unacoa s.p.a., mainly to the mass retail channel in italy and abroad, under the brand name "salvi". for russia, call +39 338 6447075.~;;;registered office;True;;http://www.salvi.it/en/homepage-en/, http://www.salvivivai.it;;societa-agricola-salvi-vivai-ss_seac000394964-001
vivai marconi antonio & figli;agriculture_livestock;nurseries;;manufacturer/ producer;via ischia 129 | 63066 grottammare - italy;grottammare - italy;63066.0;italy;nurseries | pot-grown plants | hedge plants | indoor and outdoor plants | oleanders | nurseries | wholesale of plants | pomegranates | flowering plants | mediterranean plants;we have been operating in the grottammare area since the 17th century. at the end of the 19th century, the founder of the current company, antonio, was responsible for a turning point in the history of his company's production when he introduced the cultivation of ornamental plants. we wholesale indoor and outdoor plants, fruit trees, hedge plants, mediterranean plants, ornamental outdoor plants, pomegranate trees, oleanders, palm trees, olive trees, and much more.;;;registered office – parent company;True;;http://piantemarconi.it/en/;;vivai-marconi-antonio-figli_seac001723222-002
piante cubeda;agriculture_livestock;nurseries;;manufacturer/ producer;via scalazza grande 18 | 95025 aci sant'antonio - italy;aci sant'antonio - italy;95025.0;italy;nurseries | garden plants and flowers | tall plants | garden hedges | bushes | palm trees;on the slopes of etna in sicily, piante cubeda produces mediterranean plants, shrubbery, trees, tropical and subtropical plants and fragrant plants, like anthyllis, artemisia, atriplex, calliandra, callistemon, carissa, gaura, gazania, gelsemium, grevillea, jasminum, lagersroemia, lantana, ligustrum, loropetalum, metrosideros, myrtus, nerium, phillyrea, photinia, pittosporum, polygala, pyracantharaphiolepis, rhyncospermum, rose, rosmarinus, russelia, strelitzia, viburnum, westringia,;;;registered office – parent company;True;;http://www.piantecubeda.it/;;piante-cubeda_seac009266375-002
vivai lazzaro s.s. soc. agricola;agriculture_livestock;nurseries;;manufacturer/ producer;via morosini 5 | 35020 saonara - italy;saonara - italy;35020.0;italy;nurseries | vegetable plants | fruit plants | garden plants and flowers | watering systems;the company vivai lazzaro s.s. soc. agricola, is a manufacturer/ producer, which operates in the nurseries industry. it also operates in the vegetable plants, fruit plants, garden plants and flowers, and watering systems industries. it is based in saonara, italy.;;;registered office – parent company;True;;http://www.vivailazzaro.it;;vivai-lazzaro-ss-soc-agricola_seac000874114-001
vivai fratelli zanzi di carlo zanzi & c. ss soc. agr.;agriculture_livestock;nurseries;;manufacturer/ producer;via del gorgo 137 | 44124 ferrara - italy;ferrara - italy;44124.0;italy;nurseries | nurseries | fruit plants | garden plants and flowers | vegetable plants;the company vivai fratelli zanzi di carlo zanzi & c. ss soc. agr., is a manufacturer/ producer, which operates in the nurseries industry. it also operates in the fruit plants, garden plants and flowers, and vegetable plants industries. it is based in ferrara, italy.;;;registered office;True;;http://www.vivaizanzi.it;;vivai-fratelli-zanzi-di-carlo-zanzi-c-ss-soc-agr_seac000311028-002
vivaio dei molini - soc. agricola porro savoldi s.s.;agriculture_livestock;nurseries;;manufacturer/ producer;via molini, 3 | 25017 lonato del garda - italy;lonato del garda - italy;25017.0;italy;irrigation systems | nurseries | hornbeams | ornamental plants | mediterranean plants;vivaio dei molini as created in 1940. we grow plants outdoors in the ground and also in containers and target the italian and international markets. we plant and carry out grounds maintenance. production of specimen fruit trees and ornamental plants currently occupies about 75 hectares in open ground, 20, 000 m² in open containers and 12, 000 m² in greenhouses. we regularly invest to ensure we obtain high, constant quality products over time.;;;registered office – parent company;False;1940.0;http://www.vivaiodeimolini.it;;vivaio-dei-molini-soc-agricola-porro-savoldi-ss_seac000456340-001
vivai aronica;agriculture_livestock;nurseries;;manufacturer/ producer;via maugeri, 25 | 95021 aci castello - italy;aci castello - italy;95021.0;italy;nurseries | nurseries | sub-tropical plants | wholesale of plants | cycas circinnalis;wholesale and retail sales of tropical and subtropical plants. import export throughout the world. specialists in large plantations: plumosa coconuts, arecastrum romanzoffianum, washingtonia, chamaerops, cycas, caryota, strelitzia, arcantophoenix kentia, yucca, and many others. large palm trees and ornamental plants, fast delivery. we create public green spaces, parks, gardens, houses, terraces, beaches, venues, tourist villages, shopping malls and hotels.;;;registered office – parent company;False;;https://www.facebook.com/vivaiaronicapiantetropicali/;;vivai-aronica_seac000774917-001
vivaio matteucci green center;agriculture_livestock;nurseries;;retailer;via radicofani, 1 | 00030 san cesareo - italy;san cesareo - italy;30.0;italy;nurseries | nursery plants | aquariums, terrariums and accessories | flowers and plants, greenhouse | artificial flowers, plants and fruit;the green center is the biggest of its kind anywhere in the centre of italy and has excellent products and services with an eye for detail that can meet all requirements in the area of plants. you can buy plants of all kinds from them (fruit trees, aquatic and palustrine, outdoor, succulents, carnivorous, palm trees, olive trees, rooted graft plants, just to name a few), and also gazebos, metal garden furniture, artistic pottery, fertilizers, compost, artificial flowers and above-ground pools.;;;;False;;http://www.greencentermatteucci.it;;vivaio-matteucci-green-center_seac001001000-001
chersoneso piante;agriculture_livestock;nurseries;;manufacturer/ producer;via rio rosso, 146/5 | 98057 milazzo - italy;milazzo - italy;98057.0;italy;nurseries | outdoor ornamental plants | flowering plants | interior ornamental plants | fruit plants;chersoneso piante specialises in the quality production of various species of frangipani and over 300 varieties of rubra. our offer includes highly varied colours, from red to white and orange, and we also grow loropetalum and zantoxylum. staff at chersoneso piante del dott. tommaso sgró are competent, professional and qualified, and will help you with your purchases.;;;registered office – parent company;False;;http://www.chersonesopiante.it;;chersoneso-piante_seac006632867-001
societa' agricola vivai f.lli dainese s.s.;agriculture_livestock;nurseries;;agent/ representative;via sabbioncello, 87 | 35020 saonara - italy;saonara - italy;35020.0;italy;nurseries | pots | pots of flowers | flower-stands | nurseries;passion and commitment through 3 generations: vivai fratelli dainese serves plant nurseries in the national and international markets. the company from saonara grows virus-free and c.a.c. plants sold bare rooted, in pots, plugs and groups.the company cultivates a vast range of ornamental roses, climbing plants, pines trees, hedgerow plants, berries and grape vines. a paradise for plant lovers;;;registered office – parent company;False;;http://www.vivaifratellidainese.com;;societa-agricola-vivai-flli-dainese-ss_seac000571037-002
vivai benetazzo fabio;agriculture_livestock;nurseries;;agent/ representative;30/a, v. brentasecca | 35020 saonara - italy;saonara - italy;35020.0;italy;nurseries | nurseries | gardenias | geraniums | wisteria;if you're a keen gardener who wants a terrace that's well-kept and always flowering, come to vivai di fabio benetazzo, in saonara (padua province). all-year long, our plant nursery offers a vast choice of plants and flowers for everybody who wants to have a beautiful balcony, terrace, apartment, private or shared garden. an outstanding contractor for anybody who wishes to entrust the design and maintenance of their outdoor spaces to a team of true experts.;;;registered office – parent company;False;;;;vivai-benetazzo-fabio_seac005799612-001
vivai russo ssa;agriculture_livestock;nurseries;;manufacturer/ producer;contrada statella | 95036 randazzo - italy;randazzo - italy;95036.0;italy;nurseries | citrus fruits | olive tree | vines | ornamental plants;vivai russo, founded in the 1960's, specialised in the production and sales of forest, ornamental, mediterranean, tropical, palm, fruit, citrus and olive plants.;;;registered office – parent company;False;;http://www.vivairussovincenzo.com;;vivai-russo-ssa_seac006074600-001
societá pesciatina d'orticoltura ss;agriculture_livestock;nurseries;;manufacturer/ producer;via marconi 53 | 51012 pescia pistoua - italy;pescia pistoua - italy;51012.0;italy;agriculture - import-export | nurseries | nursery | olive trees;olive tree nursery, olive tree italian mediterranean variety olive tree grafted, olive tree auto rooted , 300.ooo plants for year in 60 different variety -- export in europe end out europe;;;;False;1927.0;http://www.spoolivi.it;;societa-pesciatina-dorticoltura-ss_ita321317-33782001
vivai piante forlin;agriculture_livestock;nurseries;;;;;;italy;;;;;;False;;;;vivai-piante-forlin_seac000004087-001
floreffe;agriculture_livestock;nurseries;;service provider;via ragazzi del '99, 29 | 30020 fossalta di piave - italy;fossalta di piave - italy;30020.0;italy;flowers and plants, greenhouse | nurseries | nurseries | nursery gardening | garden plants and flowers;the company floreffe, is a service provider, which operates in the flowers and plants, greenhouse industry. it also operates in the nurseries, nurseries, nursery gardening, and garden plants and flowers industries. it is based in fossalta di piave, italy.;;;registered office – parent company;False;;http://www.floreffe.it;;floreffe_seac002690997-001
baumschule gruber genetti;agriculture_livestock;nurseries;;manufacturer/ producer;max valier str. 7/a, | 39011 meran - italy;meran - italy;39011.0;italy;nurseries | seedlings for fruit growing;the company baumschule gruber genetti, is a manufacturer/ producer, which operates in the nurseries industry. it also operates in the seedlings for fruit growing industries. it is based in meran, italy.;51.0;100.0;;False;;http://www.gruber-genetti.it;;baumschule-gruber-genetti_00000004673275-474723001
steflor s.a.s. di busatti stefano & c.;agriculture_livestock;nurseries;;wholesaler;via erba 2 | 20037 paderno dugnano - italy;paderno dugnano - italy;20037.0;italy;nurseries;the company steflor s.a.s. di busatti stefano & c., is a wholesaler, which operates in the nurseries industry. it is based in paderno dugnano, italy.;51.0;100.0;;False;;http://steflor.it;;steflor-sas-di-busatti-stefano-c_00000004612316-423910001
g.e.a. s.n.c.;agriculture_livestock;nurseries;;;via morino, 4 | 37060 sona - italy;sona - italy;37060.0;italy;landscaping and gardening services | tools - garden | nurseries | gardeners | gardening articles;the company g.e.a. s.n.c., which operates in the landscaping and gardening services industry. it also operates in the tools - garden, nurseries, gardeners, and gardening articles industries. it is based in sona, italy.;;;registered office – parent company;False;;http://www.trattamentiendoterapici.it;;gea-snc_seac000862202-001
bettelli ivano;agriculture_livestock;nurseries;;retailer;via modenese, 2417 | 41058 vignola - italy;vignola - italy;41058.0;italy;nurseries | gardening | nurseries | garden plants and flowers | pots of flowers;the company bettelli ivano, is a retailer, which operates in the nurseries industry. it also operates in the gardening, garden plants and flowers, and pots of flowers industries. it is based in vignola, italy.;1.0;10.0;registered office;False;;https://www.instagram.com/vivaibettelli/?hl=bg;;bettelli-ivano_seac006871599-001
gravina piante s.s.;agriculture_livestock;nurseries;;manufacturer/ producer;via ranito | 81041 bellona - italy;bellona - italy;81041.0;italy;nurseries | nursery plants;the company gravina piante s.s., is a manufacturer/ producer, which operates in the nurseries industry. it also operates in the nursery plants industries. it is based in bellona, italy.;1.0;10.0;;False;;http://gravinapiante.com;;gravina-piante-ss_00000005248393-564042001
azienda agricola f.lli buzzella;agriculture_livestock;nurseries;;retailer;via villaggio giardino, 13 | 23822 bellano - italy;bellano - italy;23822.0;italy;flowers | plants | nurseries | sale of garden plants | indoor and outdoor plants;the company azienda agricola f.lli buzzella, is a retailer, which operates in the flowers industry. it also operates in the plants, nurseries, sale of garden plants, and indoor and outdoor plants industries. it is based in bellano, italy.;;;registered office;False;;;;azienda-agricola-flli-buzzella_seac006185342-001
casa dell' acero;agriculture_livestock;nurseries;;manufacturer/ producer;via osti frassine 4/a | 46020 villa poma - italy;villa poma - italy;46020.0;italy;nurseries | nurseries | palm nurseries;the company casa dell' acero, is a manufacturer/ producer, founded in 2011, which operates in the nurseries industry. it also operates in the palm nurseries industries. it is based in villa poma, italy.;1.0;10.0;registered office – parent company;False;2011.0;http://www.casadellacero.it;;casa-dell-acero_00000003975929-245882001
sulcis garden snc;agriculture_livestock;nurseries;;retailer;loc. funtana marzu | 09016 iglesias - italy;iglesias - italy;9016.0;italy;nurseries | citrus fruits | mediterranean plants | fruit plants | parks and garden planning;the company sulcis garden snc, is a retailer, which operates in the nurseries industry. it also operates in the citrus fruits, mediterranean plants, fruit plants, and parks and garden planning industries. it is based in iglesias, italy.;;;;False;;https://sulcis-garden.business.site/;;sulcis-garden-snc_00000004598569-415264001
rabazzi piante di francesco rabazzi;agriculture_livestock;nurseries;;service provider;7, s.s. di monte oliveto | 53022 buonconvento - italy;buonconvento - italy;53022.0;italy;nurseries | nursery plants | creating parks | garden creations | garden plants;the company rabazzi piante di francesco rabazzi, is a service provider, which operates in the nurseries industry. it also operates in the nursery plants, creating parks, garden creations, and garden plants industries. it is based in buonconvento, italy.;;;registered office;False;;;;rabazzi-piante-di-francesco-rabazzi_seac004965081-001
gheri vivai piante soc.ag.sem.;agriculture_livestock;nurseries;;manufacturer/ producer;47/a via alfieri vittorio | 51037 montale - italy;montale - italy;51037.0;italy;bedding plants, bulbs and seeds | indoor and greenhouse plants, floristry | nurseries | nursery plants;the company gheri vivai piante soc.ag.sem., is a manufacturer/ producer, founded in 1999, which operates in the bedding plants, bulbs and seeds industry. it also operates in the indoor and greenhouse plants, floristry, nurseries, and nursery plants industries. it is based in montale, italy.;1.0;10.0;registered office;False;1999.0;http://www.gherivivaipiante.it;;gheri-vivai-piante-socagsem_seac000377913-001
vivai breschi franco di federico breschi;agriculture_livestock;nurseries;;;via di ramini 75 | 51100 pistoia - italy;pistoia - italy;51100.0;italy;nursery plants | nurseries | border plants and flowers | green plants | wholesale flowers and plants;the company vivai breschi franco di federico breschi, which operates in the nursery plants industry. it also operates in the nurseries, border plants and flowers, green plants, and wholesale flowers and plants industries. it is based in pistoia, italy.;;;;False;;https://breschivivai.it;;vivai-breschi-franco-di-federico-breschi_00000005475217-001
vivai piante perugini nicola;agriculture_livestock;nurseries;;wholesaler;s.cristina,66 | 52043 castiglion fiorentino - italy;castiglion fiorentino - italy;52043.0;italy;broad-leaved trees and shrubs | nurseries | palm nurseries;the company vivai piante perugini nicola, is a wholesaler, founded in 1994, which operates in the broad-leaved trees and shrubs industry. it also operates in the nurseries, and palm nurseries industries. it is based in castiglion fiorentino, italy.;51.0;100.0;registered office;False;1994.0;;;vivai-piante-perugini-nicola_00000003960151-234117001
la valle del sole azienda vivaistica di splendiani paolo;agriculture_livestock;nurseries;;manufacturer/ producer;via menocchia, 28 | cda s. michele ripatransone ap | 63062 montefiore dell'aso - italy;montefiore dell'aso - italy;63062.0;italy;nurseries | agriculture - import-export | aromatic plants | bay;the company la valle del sole azienda vivaistica di splendiani paolo, is a manufacturer/ producer, founded in 2001, which operates in the nurseries industry. it also operates in the agriculture - import-export, aromatic plants, and bay industries. it is based in montefiore dell'aso, italy.;1.0;10.0;registered office – parent company;False;2001.0;;;la-valle-del-sole-azienda-vivaistica-di-splendiani-paolo_00000004614891-425313001
vivai poli romano;agriculture_livestock;nurseries;;wholesaler;via ombrone vecchio,99 | 51100 pistoia - italy;pistoia - italy;51100.0;italy;nurseries | plant storage | trees;the company vivai poli romano, is a wholesaler, founded in 1960, which operates in the nurseries industry. it also operates in the plant storage, and trees industries. it is based in pistoia, italy.;11.0;50.0;registered office;False;1960.0;http://www.polivivai.it/;;vivai-poli-romano_00000003971175-242453001
andrea borgato vivai;agriculture_livestock;nurseries;;wholesaler;via sabbioncello 20 | 35020 soanara - italy;soanara - italy;35020.0;italy;nurseries;the company andrea borgato vivai, is a wholesaler, which operates in the nurseries industry. it is based in soanara, italy.;201.0;500.0;;False;;;;andrea-borgato-vivai_00000005277961-591562001
agronom dr. heinrich von lutterotti;agriculture_livestock;nurseries;;;20 via streiter dr. josef | 39100 bolzano - italy;bolzano - italy;39100.0;italy;nurseries | forestry | crop services;the company agronom dr. heinrich von lutterotti, which operates in the nurseries industry. it also operates in the forestry, and crop services industries. it is based in bolzano, italy.;;;registered office;False;;;;agronom-dr-heinrich-von-lutterotti_seac000445430-001
chiti vittorio di chiti paolo e c.;agriculture_livestock;nurseries;;subcontractor;1 via masiano | 51100 pistoia - italy;pistoia - italy;51100.0;italy;bedding plants, bulbs and seeds | indoor and greenhouse plants, floristry | nurseries;the company chiti vittorio di chiti paolo e c., is a subcontractor, founded in 1994, which operates in the bedding plants, bulbs and seeds industry. it also operates in the indoor and greenhouse plants, floristry, and nurseries industries. it is based in pistoia, italy.;11.0;50.0;registered office;False;1994.0;;;chiti-vittorio-di-chiti-paolo-e-c_seac000325376-001
zambon giuliano;agriculture_livestock;nurseries;;service provider;6 via ponte della roda | 45100 rovigo - italy;rovigo - italy;45100.0;italy;nurseries | forestry | crop services;the company zambon giuliano, is a service provider, which operates in the nurseries industry. it also operates in the forestry, and crop services industries. it is based in rovigo, italy.;;;registered office;False;;;;zambon-giuliano_seac001280914-001
progea s.r.l.;agriculture_livestock;nurseries;;service provider;5 corso palestro | 10122 torino - italy;torino - italy;10122.0;italy;nurseries | forestry | crop services;the company progea s.r.l., is a service provider, founded in 1997, which operates in the nurseries industry. it also operates in the forestry, and crop services industries. it is based in torino, italy.;11.0;50.0;registered office;False;1997.0;;;progea-srl_seac003290324-001
pasquali ettore - alberto - valter s.s.;agriculture_livestock;nurseries;;manufacturer/ producer;25/a strada canneto - asola | 46013 canneto sull'oglio - italy;canneto sull'oglio - italy;46013.0;italy;bedding plants, bulbs and seeds | indoor and greenhouse plants, floristry | nurseries;the company pasquali ettore - alberto - valter s.s., is a manufacturer/ producer, founded in 1997, which operates in the bedding plants, bulbs and seeds industry. it also operates in the indoor and greenhouse plants, floristry, and nurseries industries. it is based in canneto sull'oglio, italy.;1.0;10.0;registered office;False;1997.0;;;pasquali-ettore-alberto-valter-ss_seac000402043-001
piante toffolon di toffolon enrico c.snc;agriculture_livestock;nurseries;;retailer;69 via bassanese | 31037 loria - italy;loria - italy;31037.0;italy;bedding plants, bulbs and seeds | indoor and greenhouse plants, floristry | nurseries;the company piante toffolon di toffolon enrico c.snc, is a retailer, founded in 2004, which operates in the bedding plants, bulbs and seeds industry. it also operates in the indoor and greenhouse plants, floristry, and nurseries industries. it is based in loria, italy.;1.0;10.0;registered office;False;2004.0;;;piante-toffolon-di-toffolon-enrico-csnc_seac002946607-001
pedrazzini flor garden s.s.;agriculture_livestock;nurseries;;;km. 27.150 via casilina | 00030 san cesareo - italy;san cesareo - italy;30.0;italy;bedding plants, bulbs and seeds | indoor and greenhouse plants, floristry | nurseries;the company pedrazzini flor garden s.s., founded in 2006, which operates in the bedding plants, bulbs and seeds industry. it also operates in the indoor and greenhouse plants, floristry, and nurseries industries. it is based in san cesareo, italy.;11.0;50.0;;False;2006.0;;;pedrazzini-flor-garden-ss_seac004654808-001
galanthus gärtnerei im konvent;agriculture_livestock;nurseries;;;3 via arciduca eugenio | 39011 lana - italy;lana - italy;39011.0;italy;bedding plants, bulbs and seeds | indoor and greenhouse plants, floristry | nurseries;the company galanthus gärtnerei im konvent, founded in 1983, which operates in the bedding plants, bulbs and seeds industry. it also operates in the indoor and greenhouse plants, floristry, and nurseries industries. it is based in lana, italy.;11.0;50.0;registered office;False;1983.0;;;galanthus-gartnerei-im-konvent_seac000466344-001
pellegrino giuseppe;agriculture_livestock;nurseries;;;de gasperi alcide | 91010 trapani - italy;trapani - italy;91010.0;italy;nurseries | forestry | crop services;the company pellegrino giuseppe, which operates in the nurseries industry. it also operates in the forestry, and crop services industries. it is based in trapani, italy.;;;registered office;False;;;;pellegrino-giuseppe_seac001814252-001
pelatelli alessandro;agriculture_livestock;nurseries;;manufacturer/ producer;15 localita' domo | 62011 cingoli - italy;cingoli - italy;62011.0;italy;bedding plants, bulbs and seeds | indoor and greenhouse plants, floristry | nurseries;the company pelatelli alessandro, is a manufacturer/ producer, founded in 2006, which operates in the bedding plants, bulbs and seeds industry. it also operates in the indoor and greenhouse plants, floristry, and nurseries industries. it is based in cingoli, italy.;11.0;50.0;registered office;False;2006.0;;;pelatelli-alessandro_seac000460811-001
